RK,NAME,TEAM,POS,GMS,YDS,TD,INT,YDS,TD,REC,YDS,TD,SCK,INT,FF,FR,FPTS/G,FPTS
809,Akeem Davis-Gaither,CIN,0,16,0,0,0,0,0,0,0,0,0.5,1,0,0,2.1,34
810,Ty Summers,GB,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2.1,34
811,Shamar Stephen,MIN,0,16,0,0,0,0,0,0,0,0,0.5,0,0,0,2.1,33.95
812,Donald Parham Jr.,LAC,TE,13,0,0,0,0,0,10,159,3,0,0,0,0,2.6,33.9
813,Jihad Ward,BAL,0,10,0,0,0,0,0,0,0,0,3,0,0,0,3.4,33.8
814,Cre'Von LeBlanc,PHI,0,9,0,0,0,0,0,0,0,0,1,0,1,1,3.8,33.8
815,Andy Isabella,ARI,WR,13,0,0,0,-6,0,21,224,2,0,0,0,0,2.6,33.8
816,Jabaal Sheard,NYG,0,10,0,0,0,0,0,0,0,0,1.5,0,1,0,3.4,33.55
817,Jadeveon Clowney,TEN,0,8,0,0,0,0,0,0,0,0,0,0,1,0,4.2,33.5
818,Ricardo Allen,ATL,0,12,0,0,0,0,0,0,0,0,0,2,0,0,2.8,33.5
819,Shilique Calhoun,NE,0,10,0,0,0,0,0,0,0,0,2,0,2,0,3.4,33.5
820,Jaquiski Tartt,SF,0,7,0,0,0,0,0,0,0,0,0,1,0,0,4.8,33.5
821,Breon Borders,TEN,0,6,0,0,0,0,0,0,0,0,0,1,0,0,5.6,33.5
822,Jalyn Holmes,MIN,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2.4,33.5
823,Olamide Zaccheaus,ATL,WR,11,0,0,0,0,0,20,274,1,0,0,0,0,3,33.4
824,David Njoku,CLE,TE,13,0,0,0,0,0,19,213,2,0,0,0,0,2.6,33.3
825,Justin Zimmer,BUF,0,12,0,0,0,0,0,0,0,0,1,0,1,0,2.8,33
826,Matt Breida,MIA,RB,12,0,0,0,254,0,9,96,0,0,0,0,0,2.8,33
827,Adam Shaheen,MIA,TE,16,0,0,0,0,0,12,150,3,0,0,0,0,2.1,33
828,Todd Davis,MIN,0,11,0,0,0,0,0,0,0,0,1,0,0,0,3,32.9
829,John Cominsky,ATL,0,13,0,0,0,0,0,0,0,0,1,0,0,1,2.5,32.9
830,Durham Smythe,MIA,TE,15,0,0,0,0,0,26,208,2,0,0,0,0,2.2,32.8
831,Brandon Williams,BAL,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2.5,32.5
832,B.J. Hill,NYG,0,16,0,0,0,0,0,0,0,0,1,0,0,0,2,32.4
833,P.J. Hall,HOU,0,10,0,0,0,0,0,0,0,0,1,0,0,0,3.2,32.2
834,Tyeler Davison,ATL,0,16,0,0,0,0,0,0,0,0,0.5,0,0,0,2,32.1
835,Jordan Phillips,ARI,0,9,0,0,0,0,0,0,0,0,2,0,2,1,3.6,32.1
836,Jalen Richard,LV,RB,13,0,0,0,123,1,19,138,0,0,0,0,0,2.5,32.1
837,Troy Apke,WAS,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,32
838,Javelin Guidry,NYJ,0,11,0,0,0,0,0,0,0,0,0,0,4,0,2.9,32
839,Jeremy McNichols,TEN,RB,16,0,0,0,204,1,12,55,0,0,0,0,0,2,31.9
840,Raekwon Davis,MIA,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,31.9
841,Trent Murphy,BUF,0,10,0,0,0,0,0,0,0,0,2,0,0,0,3.2,31.6
842,Will Harris,DET,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,31.5
843,Maurice Hurst,LV,0,11,0,0,0,0,0,0,0,0,0.5,0,0,0,2.9,31.5
844,Anthony Averett,BAL,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3.2,31.5
845,K'Lavon Chaisson,JAX,0,16,0,0,0,0,0,0,0,0,1,0,0,0,2,31.3
846,Kevin Givens,SF,0,13,0,0,0,0,0,0,0,0,1,0,0,1,2.4,31.2
847,Bravvion Roy,CAR,0,15,0,0,0,0,0,0,0,0,1,0,0,0,2.1,31.1
848,Byron Cowart,NE,0,14,0,0,0,0,0,0,0,0,1,0,0,0,2.2,31.1
849,Nathan Shepherd,NYJ,0,14,0,0,0,0,0,0,0,0,2.5,0,0,0,2.2,31.05
850,Doug Costin,JAX,0,12,0,0,0,0,0,0,0,0,0,0,0,1,2.6,31
851,DeSean Jackson,PHI,WR,5,0,0,0,12,0,14,236,1,0,0,0,0,6.2,30.8
852,Charles Harris,ATL,0,13,0,0,0,0,0,0,0,0,3,0,0,0,2.4,30.8
853,Josh Adams,NYJ,RB,8,0,0,0,157,2,6,29,0,0,0,0,0,3.8,30.6
854,Benardrick McKinney,HOU,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7.6,30.5
855,Tavon Wilson,IND,0,15,0,0,0,0,0,0,0,0,0,0,0,1,2,30.5
856,Justin Coleman,DET,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2.8,30.5
857,Ross Dwelley,SF,TE,16,0,0,0,0,0,19,245,1,0,0,0,0,1.9,30.5
858,Desmond Trufant,DET,0,6,0,0,0,0,0,0,0,0,1,1,0,0,5,30.3
859,Steven Sims Jr.,WAS,WR,12,0,0,0,18,0,27,265,1,0,0,0,0,2.5,30.3
860,Josh Allen,JAX,0,8,0,0,0,0,0,0,0,0,2.5,0,0,0,3.8,30.2
861,Neville Gallimore,DAL,0,14,0,0,0,0,0,0,0,0,0.5,0,0,0,2.2,30.2
862,Chad Beebe,MIN,WR,14,0,0,0,0,0,20,201,2,0,0,0,0,2.2,30.1
863,Sheldrick Redwine,CLE,0,15,0,0,0,0,0,0,0,0,0.5,1,0,0,2,30.1
864,Jeff Driskel,DEN,QB,3,432,3,2,28,0,0,0,0,0,0,0,0,10,30.08
865,Lamar Jackson,NYJ,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2.3,30
866,Essang Bassey,DEN,0,12,0,0,0,0,0,0,0,0,0,1,0,0,2.5,30
867,Greg Olsen,SEA,TE,11,0,0,0,0,0,24,239,1,0,0,0,0,2.7,29.9
868,Tyler Kroft,BUF,TE,10,0,0,0,0,0,12,119,3,0,0,0,0,3,29.9
869,Jordan Howard,PHI,RB,7,0,0,0,60,4,1,-3,0,0,0,0,0,4.2,29.7
870,Chad Hansen,HOU,WR,5,0,0,0,0,0,17,236,1,0,0,0,0,5.9,29.6
871,Christian Covington,CIN,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1.8,29.4
872,Jeremy Reaves,WAS,0,9,0,0,0,0,0,0,0,0,1,1,0,0,3.3,29.4
873,Devin Bush,PIT,0,5,0,0,0,0,0,0,0,0,1,0,0,0,5.9,29.35
874,Dontae Johnson,SF,0,14,0,0,0,0,0,0,0,0,1,0,0,0,2.1,29.1
875,Devonta Freeman,NYG,RB,5,0,0,0,172,1,7,58,0,0,0,0,0,5.8,29
876,David Mayo,NYG,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2.6,29
877,Tyler Johnson,TB,WR,14,0,0,0,0,0,12,169,2,0,0,0,0,2.1,28.9
878,Michael Jacquet,PHI,0,7,0,0,0,0,0,0,0,0,1,0,1,1,4.1,28.9
879,Marcedes Lewis,GB,TE,15,0,0,0,0,0,10,107,3,0,0,0,0,1.9,28.7
880,Marcus Allen,PIT,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,28.5
881,Anthony Nelson,TB,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1.8,28.5
882,Dontrelle Inman,WAS,WR,10,0,0,0,0,0,18,163,2,0,0,0,0,2.8,28.3
883,Pharaoh Brown,HOU,TE,13,0,0,0,0,0,14,163,2,0,0,0,0,2.2,28.3
884,Jake Luton,JAX,QB,3,624,2,6,13,1,0,0,0,0,0,0,0,9.4,28.26
885,Mike Nugent,ARI,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,28
886,A.J. Bouye SUS,DEN,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,28
887,Daniel Thomas,JAX,0,10,0,0,0,0,0,0,0,0,0,1,0,0,2.8,28
888,Shy Tuttle,NO,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2.2,28
889,Freddie Swain,SEA,WR,16,0,0,0,0,0,13,159,2,0,0,0,1,1.7,27.9
890,Bryce Huff,NYJ,0,14,0,0,0,0,0,0,0,0,2,0,0,0,2,27.9
891,Van Jefferson,LAR,WR,16,0,0,0,-1,0,19,220,1,0,0,0,0,1.7,27.9
892,Jordan Willis,SF,0,9,0,0,0,0,0,0,0,0,2.5,0,0,1,3.1,27.85
893,Kamal Martin,GB,0,10,0,0,0,0,0,0,0,0,1,0,0,0,2.8,27.8
894,Deonte Harris,NO,WR,9,0,0,0,51,0,20,186,1,0,0,0,0,3.1,27.7
895,Isaiah Ford,MIA,WR,10,0,0,0,0,0,28,276,0,0,0,0,0,2.8,27.6
896,Malcom Brown,NO,0,13,0,0,0,0,0,0,0,0,1,0,0,0,2.1,27.5
897,Will Redmond,GB,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2.1,27.5
898,Holton Hill,MIN,0,4,0,0,0,0,0,0,0,0,1,0,0,0,6.9,27.5
899,Rodney Smith,CAR,RB,7,0,0,0,156,1,9,59,0,0,0,0,0,3.9,27.5
900,Nick Williams,DET,0,14,0,0,0,0,0,0,0,0,1,0,0,0,2,27.4
